InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalSales
536848,22910,paper chain kit vintage christmas,80,12/3/2010 9:39,2.55,13408,United Kingdom,204
536849,22730,alarm clock bakelike ivory,19,12/3/2010 9:45,3.75,17396,United Kingdom,71.25
536850,22942,christmas lights 10 santas,-48,12/3/2010 9:47,7.65,14213,United Kingdom,-367.2
536851,20682,red retrospot childrens umbrella,24,12/3/2010 9:49,3.25,12967,United Kingdom,78
536852,22549,picture dominoes,12,12/3/2010 9:51,1.45,12686,France,17.4
536853,84678,classical rose small vase,-1,12/3/2010 10:07,2.55,14679,United Kingdom,-2.55
536854,22158,3 hearts hanging decoration rustic,-1,12/3/2010 10:09,2.95,15240,United Kingdom,-2.95
536855,21527,red retrospot traditional teapot,-4,12/3/2010 10:11,7.95,18225,United Kingdom,-31.8
536856,22632,hand warmer red polka dot,12,12/3/2010 10:26,2.1,13370,United Kingdom,25.2
536857,22900,set 2 tea towels i love london,5,12/3/2010 10:33,2.95,16883,United Kingdom,14.75
536858,22326,round snack boxes set of4 woodland,30,12/3/2010 10:36,2.95,13520,Switzerland,88.5
536859,22745,poppy's playhouse bedroom,1,12/3/2010 10:43,2.1,12841,United Kingdom,2.1
536860,22627,mint kitchen scales,1,12/3/2010 10:43,8.5,16905,United Kingdom,8.5
536861,22149,feltcraft 6 flower friends,6,12/3/2010 10:44,2.1,12427,Germany,12.6
536863,10123C,hearts wrapping tape,1,12/3/2010 11:19,0.65,17967,United Kingdom,0.65
536874,21135,victorian  metal postcard spring,5,12/3/2010 11:35,1.69,16891,United Kingdom,8.45
536884,21523,doormat fancy font home sweet home,2,12/3/2010 11:42,7.95,14589,United Kingdom,15.9
536890,17090A,lavender incense 40 cones in tin,36,12/3/2010 11:48,0.85,14156,EIRE,30.6
536938,22386,jumbo bag pink polkadot,20,12/3/2010 12:05,1.95,14680,United Kingdom,39
536943,22469,heart of wicker small,2,12/3/2010 12:11,1.65,17884,United Kingdom,3.3
536944,22383,lunch bag suki  design,70,12/3/2010 12:20,1.65,12557,Spain,115.5
536945,47503J,set/3 floral garden tools in bag,1,12/3/2010 12:24,7.95,14083,United Kingdom,7.95
536946,22813,pack 3 boxes bird pannetone,12,12/3/2010 12:28,1.95,13013,United Kingdom,23.4
536947,84692,box of 24 cocktail parasols,25,12/3/2010 12:29,0.42,13013,United Kingdom,10.5
536954,22943,christmas lights 10 vintage baubles,100,12/3/2010 12:41,4.25,17809,United Kingdom,425
536956,20665,red retrospot purse,6,12/3/2010 12:43,2.95,14210,United Kingdom,17.7
536957,22617,baking set spaceboy design,12,12/3/2010 12:43,4.95,17809,United Kingdom,59.4
536960,22114,hot water bottle tea and sympathy,4,12/3/2010 12:48,3.95,16477,United Kingdom,15.8
536967,POST,postage,1,12/3/2010 12:57,18,12600,Germany,18
536968,79321,chilli lights,48,12/3/2010 13:09,4.25,16013,United Kingdom,204
536969,71477,colour glass. star t-light holder,192,12/3/2010 13:10,2.75,16013,United Kingdom,528
536970,22423,regency cakestand 3 tier,120,12/3/2010 13:12,10.95,17949,United Kingdom,1314
536971,21733,red hanging heart t-light holder,32,12/3/2010 13:40,2.55,12779,Poland,81.6
536972,22065,christmas pudding trinket pot,6,12/3/2010 13:42,1.45,16926,United Kingdom,8.7
536973,22694,wicker star,6,12/3/2010 13:43,2.1,17787,United Kingdom,12.6
536974,15056BL,edwardian parasol black,9,12/3/2010 13:59,5.95,12682,France,53.55
536975,84352,silver christmas tree bauble stand,1,12/3/2010 14:04,16.95,14911,EIRE,16.95
536976,22753,small yellow babushka notebook,3,12/3/2010 14:18,0.85,14723,United Kingdom,2.55
536977,21481,fawn blue hot water bottle,1,12/3/2010 14:18,2.95,17954,United Kingdom,2.95
536978,22776,sweetheart cakestand 3 tier,-1,12/3/2010 14:19,9.95,17954,United Kingdom,-9.95
536979,84685,beach hut key cabinet,-1,12/3/2010 14:23,3.75,17841,United Kingdom,-3.75
536980,22632,hand warmer red retrospot,10,12/3/2010 14:26,2.1,17819,United Kingdom,21
536981,22222,cake plate lovebird white,1,12/3/2010 14:26,4.95,14723,United Kingdom,4.95
536983,22331,woodland party bag + sticker set,8,12/3/2010 14:30,1.65,12712,Germany,13.2
536984,21446,12 red rose peg place settings,1,12/3/2010 14:35,1.25,17841,United Kingdom,1.25
536985,22423,regency cakestand 3 tier,6,12/3/2010 14:40,12.75,15373,United Kingdom,76.5
536986,21479,white skull hot water bottle,8,12/3/2010 14:40,3.75,16140,United Kingdom,30
536987,90128B,blue leaves and beads phone charm,1,12/3/2010 14:54,1.25,17198,United Kingdom,1.25
536988,22086,paper chain kit 50's christmas,2,12/3/2010 15:05,2.95,17238,United Kingdom,5.9
536989,85135B,blue dragonfly helicopter,1,12/3/2010 15:10,7.95,17238,United Kingdom,7.95
536990,21992,vintage paisley stationery set,6,12/3/2010 15:14,2.95,12793,Portugal,17.7
536992,84032B,charlie + lola red hot water bottle,36,12/3/2010 15:16,2.55,15769,United Kingdom,91.8
536993,22470,heart of wicker large,2,12/3/2010 15:19,2.95,14396,United Kingdom,5.9
536994,22072,red retrospot tea cup and saucer,8,12/3/2010 15:25,3.75,14898,United Kingdom,30
537022,22791,t-light glass fluted antique,12,12/3/2010 15:45,1.25,12725,Italy,15
537023,22509,sewing box retrospot design,1,12/3/2010 16:02,16.95,16725,United Kingdom,16.95
537024,20893,hanging bauble t-light holder small,-36,12/3/2010 16:21,2.1,13941,United Kingdom,-75.6
537026,84375,set of 20 kids cookie cutters,12,12/3/2010 16:35,2.1,12395,Belgium,25.2
537030,22587,feltcraft hairband red and blue,12,12/3/2010 16:44,0.85,16455,United Kingdom,10.2
537031,22775,purple drawerknob acrylic edwardian,24,12/3/2010 16:45,1.25,16455,United Kingdom,30
537034,22867,hand warmer bird design,96,12/3/2010 17:20,1.85,13081,United Kingdom,177.6
537035,37446,mini cake stand with hanging cakes,8,12/3/2010 17:21,1.45,13081,United Kingdom,11.6
537036,22660,doormat i love london,1,12/3/2010 17:28,7.95,15545,United Kingdom,7.95
537037,22114,hot water bottle tea and sympathy,8,12/5/2010 10:03,3.95,17243,United Kingdom,31.6
537038,21523,doormat fancy font home sweet home,10,12/5/2010 10:12,6.75,15465,United Kingdom,67.5
537039,22854,cream sweetheart egg holder,-1,12/5/2010 10:25,4.95,15708,United Kingdom,-4.95
537040,22423,regency cakestand 3 tier,48,12/5/2010 10:27,10.95,13089,United Kingdom,525.6
537041,22726,alarm clock bakelike green,4,12/5/2010 10:36,3.75,16033,United Kingdom,15
537042,22969,homemade jam scented candles,12,12/5/2010 10:45,1.45,13838,United Kingdom,17.4
537043,22575,metal merry christmas wreath,-6,12/5/2010 10:48,1.95,15351,United Kingdom,-11.7
537044,72807B,set/3 ocean scent candle jewel box,4,12/5/2010 10:52,4.25,18055,United Kingdom,17
537045,90175C,blue glass chunky charm bracelet,1,12/5/2010 10:54,8.95,15038,United Kingdom,8.95
537046,22169,family album white picture frame,16,12/5/2010 10:58,7.65,18109,United Kingdom,122.4
537047,22603,christmas retrospot tree wood,5,12/5/2010 11:02,0.85,13069,United Kingdom,4.25
537048,90162B,ant silver lime green boudicca ring,1,12/5/2010 11:03,2.95,13069,United Kingdom,2.95
537049,21733,red hanging heart t-light holder,6,12/5/2010 11:04,2.95,16241,United Kingdom,17.7
537050,16237,sleeping cat erasers,30,12/5/2010 11:10,0.21,14800,United Kingdom,6.3
537051,22301,coffee mug cat + bird design,6,12/5/2010 11:12,2.55,15708,United Kingdom,15.3
537052,22791,t-light glass fluted antique,72,12/5/2010 11:15,1.06,16839,United Kingdom,76.32
537053,22926,ivory giant garden thermometer,2,12/5/2010 11:38,5.95,16168,United Kingdom,11.9
537054,22732,3d vintage christmas stickers,1,12/5/2010 11:40,1.25,16931,United Kingdom,1.25
537055,15056BL,edwardian parasol black,2,12/5/2010 11:45,5.95,16814,United Kingdom,11.9
537057,22379,recycling bag retrospot,2,12/5/2010 11:49,2.1,15351,United Kingdom,4.2
537058,22941,christmas lights 10 reindeer,2,12/5/2010 11:51,8.5,13269,United Kingdom,17
537059,85124C,green juicy fruit photo frame,1,12/5/2010 11:54,2.55,14813,United Kingdom,2.55
537065,22837,hot water bottle babushka,8,12/5/2010 11:57,4.65,12567,France,37.2
537067,22654,deluxe sewing kit,1,12/5/2010 11:57,5.95,14813,United Kingdom,5.95
537077,72232,feng shui pillar candle,24,12/5/2010 11:59,0.19,17062,United Kingdom,4.56
537081,22409,money box biscuits design,12,12/5/2010 12:00,1.25,15332,Lithuania,15
537086,20967,grey floral feltcraft shoulder bag,20,12/5/2010 12:01,3.75,15332,Lithuania,75
537090,21915,red  harmonica in box,12,12/5/2010 12:02,1.25,15332,Lithuania,15
537111,22974,childrens dolly girl mug,6,12/5/2010 12:08,1.65,14810,United Kingdom,9.9
537117,79321,chilli lights,48,12/5/2010 12:09,4.25,16353,United Kingdom,204
537126,20956,porcelain t-light holders assorted,1,12/5/2010 12:13,1.25,18118,United Kingdom,1.25
537127,85123A,white hanging heart t-light holder,128,12/5/2010 12:13,2.55,13831,United Kingdom,326.4
537128,22890,novelty biscuits cake stand 3 tier,1,12/5/2010 12:15,9.95,12841,United Kingdom,9.95
537129,22242,5 hook hanger magic toadstool,12,12/5/2010 12:15,1.65,13506,United Kingdom,19.8
537130,22835,hot water bottle i am so poorly,2,12/5/2010 12:23,4.65,17796,United Kingdom,9.3
537131,22810,set of 6 t-lights snowmen,6,12/5/2010 12:26,2.95,15716,United Kingdom,17.7
537133,21468,butterfly crochet food cover,1,12/5/2010 12:29,3.75,18156,United Kingdom,3.75
537132,22788,brocante coat rack,-2,12/5/2010 12:29,8.5,15221,United Kingdom,-17
537134,22111,scottie dog hot water bottle,12,12/5/2010 12:34,4.95,16983,United Kingdom,59.4
537135,22144,christmas craft little friends,3,12/5/2010 12:35,2.1,17059,United Kingdom,6.3
537136,20894,hanging bauble t-light holder large,1,12/5/2010 12:42,2.95,12748,United Kingdom,2.95
537137,84832,zinc willie winkie  candle stick,16,12/5/2010 12:43,0.85,16327,United Kingdom,13.6
537138,22571,rocking horse red christmas,6,12/5/2010 12:44,0.85,17211,United Kingdom,5.1
537139,22423,regency cakestand 3 tier,1,12/5/2010 12:47,12.75,17026,United Kingdom,12.75
537140,M,manual,1,12/5/2010 12:53,0.42,12748,United Kingdom,0.42
537141,84947,antique silver tea glass engraved,6,12/5/2010 12:57,1.25,15570,United Kingdom,7.5
537142,22844,vintage cream dog food container,1,12/5/2010 12:57,8.5,12748,United Kingdom,8.5
537143,20685,doormat red retrospot,-1,12/5/2010 12:58,7.95,12748,United Kingdom,-7.95
537144,84352,silver christmas tree bauble stand,1,12/5/2010 13:00,16.95,15880,United Kingdom,16.95
537153,84836,zinc metal heart decoration,12,12/5/2010 13:03,1.25,16718,United Kingdom,15
537154,22837,hot water bottle babushka,18,12/5/2010 13:05,4.65,15808,United Kingdom,83.7
537155,62018,sombrero,1,12/5/2010 13:05,1.95,12748,United Kingdom,1.95
537156,84792,enchanted bird coathanger 5 hook,3,12/5/2010 13:08,4.65,17858,United Kingdom,13.95
537157,35953,folkart star christmas decorations,-24,12/5/2010 13:09,1.25,15880,United Kingdom,-30
537158,22629,spaceboy lunch box,4,12/5/2010 13:10,1.95,16393,United Kingdom,7.8
537159,22112,chocolate hot water bottle,6,12/5/2010 13:17,4.95,14527,United Kingdom,29.7
537160,22605,wooden croquet garden set,1,12/5/2010 13:18,14.95,14161,United Kingdom,14.95
537163,22738,ribbon reel snowy village,10,12/5/2010 13:21,1.65,17863,United Kingdom,16.5
537164,D,discount,-1,12/5/2010 13:21,29.29,14527,United Kingdom,-29.29
537176,22556,plasters in tin circus parade,2,12/5/2010 13:26,1.65,16411,United Kingdom,3.3
537179,22111,scottie dog hot water bottle,18,12/5/2010 13:29,4.95,13767,United Kingdom,89.1
537192,22859,easter tin bunny bouquet,2,12/5/2010 13:42,1.65,16402,United Kingdom,3.3
537193,22890,novelty biscuits cake stand 3 tier,1,12/5/2010 13:49,9.95,15023,United Kingdom,9.95
537194,22619,set of 6 soldier skittles,80,12/5/2010 13:53,3.39,17402,United Kingdom,271.2
537195,22620,4 traditional spinning tops,1,12/5/2010 13:55,1.25,15311,United Kingdom,1.25
537196,22112,chocolate hot water bottle,1,12/5/2010 13:55,4.95,15426,United Kingdom,4.95
537197,22843,biscuit tin vintage green,2,12/5/2010 14:02,6.75,12647,Germany,13.5
537198,20685,doormat red retrospot,10,12/5/2010 14:03,6.75,12647,Germany,67.5
537199,22810,set of 6 t-lights snowmen,6,12/5/2010 14:06,2.95,15894,United Kingdom,17.7
537200,21038,set/4 modern vintage cotton napkins,3,12/5/2010 14:17,2.95,15867,United Kingdom,8.85
537201,22781,gumball magazine rack,2,12/5/2010 14:19,7.65,12472,Germany,15.3
537202,48138,doormat union flag,2,12/5/2010 14:25,7.95,14506,United Kingdom,15.9
537203,37449,ceramic cake stand + hanging cakes,-1,12/5/2010 14:44,9.95,14606,United Kingdom,-9.95
537204,22297,heart ivory trellis small,6,12/5/2010 14:45,1.25,15555,United Kingdom,7.5
537205,22251,birdhouse decoration magic garden,12,12/5/2010 14:52,1.25,13034,United Kingdom,15
537206,21485,retrospot heart hot water bottle,3,12/5/2010 15:02,4.95,15235,United Kingdom,14.85
537207,22924,fridge magnets la vie en rose,6,12/5/2010 15:06,0.85,17402,United Kingdom,5.1
537208,90082B,diamante bow brooch red colour,1,12/5/2010 15:12,6.35,15889,United Kingdom,6.35
537209,21115,rose caravan doorstop,1,12/5/2010 15:12,6.75,14606,United Kingdom,6.75
537210,85123A,white hanging heart t-light holder,32,12/5/2010 15:15,2.55,15953,United Kingdom,81.6
537211,22666,recipe box pantry yellow design,6,12/5/2010 15:18,2.95,16143,United Kingdom,17.7
537212,20712,jumbo bag woodland animals,10,12/5/2010 15:21,1.95,12720,Germany,19.5
537213,20966,sandwich bath sponge,1,12/5/2010 15:26,1.25,12748,United Kingdom,1.25
537214,20963,apple bath sponge,10,12/5/2010 15:35,1.25,16422,United Kingdom,12.5
537215,85124C,green juicy fruit photo frame,12,12/5/2010 15:38,2.55,12747,United Kingdom,30.6
537216,22195,large heart measuring spoons,12,12/5/2010 15:40,1.65,15502,United Kingdom,19.8
537217,22849,"bread bin, diner style, mint",4,12/5/2010 15:40,14.95,15502,United Kingdom,59.8
537218,85016,set of 6 vintage notelets kit,6,12/5/2010 15:46,2.55,12763,Japan,15.3
537219,21217,red retrospot round cake tins,2,12/5/2010 15:47,9.95,14081,United Kingdom,19.9
537221,22942,christmas lights 10 santas,1,12/5/2010 15:54,8.5,17965,United Kingdom,8.5
537222,21385,ivory hanging decoration  heart,1,12/5/2010 16:00,0.85,14404,United Kingdom,0.85
537223,22835,hot water bottle i am so poorly,4,12/5/2010 16:10,4.65,13579,United Kingdom,18.6
537224,22829,sweetheart wire wall tidy,2,12/5/2010 16:24,9.95,13174,United Kingdom,19.9
537225,84795B,sunset check hammock,4,12/5/2010 16:41,7.95,12748,United Kingdom,31.8
537226,22811,set of 6 t-lights cacti,6,12/6/2010 8:34,2.95,15987,United Kingdom,17.7
537227,22941,christmas lights 10 reindeer,2,12/6/2010 8:42,8.5,17677,United Kingdom,17
537228,22144,christmas craft little friends,12,12/6/2010 8:43,2.1,17677,United Kingdom,25.2
537229,22961,jam making set printed,12,12/6/2010 8:44,1.45,17677,United Kingdom,17.4
537231,71477,colour glass. star t-light holder,4,12/6/2010 9:21,3.25,13652,United Kingdom,13
537232,84840,sweetheart carry-all basket,-2,12/6/2010 9:31,8.5,12586,Italy,-17
537233,22652,travel sewing kit,20,12/6/2010 9:37,1.65,17428,United Kingdom,33
537234,22653,button box,-20,12/6/2010 9:40,1.95,16161,United Kingdom,-39
537235,22622,box of vintage alphabet blocks,156,12/6/2010 9:45,8.5,17381,United Kingdom,1326
537236,85048,15cm christmas glass ball 20 lights,4,12/6/2010 9:52,7.95,16858,United Kingdom,31.8
537238,22565,feltcraft hairbands pink and white,5,12/6/2010 10:03,0.85,16161,United Kingdom,4.25
537239,22767,triple photo frame cornice,2,12/6/2010 10:05,9.95,18219,United Kingdom,19.9
537241,22111,scottie dog hot water bottle,9,12/6/2010 10:18,4.95,14293,United Kingdom,44.55
537242,22615,pack of 12 circus parade tissues,24,12/6/2010 10:19,0.29,14748,United Kingdom,6.96
537243,22632,hand warmer red retrospot,12,12/6/2010 10:19,2.1,16638,United Kingdom,25.2
537244,22027,tea party birthday card,12,12/6/2010 10:20,0.42,17674,United Kingdom,5.04
537245,22469,heart of wicker small,12,12/6/2010 10:24,1.65,14748,United Kingdom,19.8
537246,22150,3 stripey mice feltcraft,6,12/6/2010 10:27,1.95,12808,Portugal,11.7
537247,22174,photo cube,48,12/6/2010 10:34,1.48,13094,United Kingdom,71.04
537248,84968F,set of 16 vintage sky blue cutlery,1,12/6/2010 10:36,12.75,15899,United Kingdom,12.75
537249,22080,ribbon reel polkadots,20,12/6/2010 10:38,1.65,16955,United Kingdom,33
537250,84030E,english rose hot water bottle,4,12/6/2010 10:43,4.25,12708,Germany,17
537254,22149,feltcraft 6 flower friends,2,12/6/2010 11:01,2.1,15898,United Kingdom,4.2
537255,22381,toy tidy pink polkadot,5,12/6/2010 11:03,2.1,14443,United Kingdom,10.5
537256,21137,black record cover frame,480,12/6/2010 11:06,3.39,16210,United Kingdom,1627.2
537257,22910,paper chain kit vintage christmas,6,12/6/2010 11:10,2.95,17691,United Kingdom,17.7
537258,21034,rex cash+carry jumbo shopper,1,12/6/2010 11:16,0.95,17227,United Kingdom,0.95
537262,22197,small popcorn holder,100,12/6/2010 11:26,0.72,15039,United Kingdom,72
537265,46000M,polyester filler pad 45x45cm,2,12/6/2010 11:26,1.55,15919,United Kingdom,3.1
537298,21349,ivy heart wreath,4,12/6/2010 11:37,6.75,13497,United Kingdom,27
537301,22470,heart of wicker large,4,12/6/2010 11:38,2.95,15860,United Kingdom,11.8
537312,21868,potting shed tea mug,72,12/6/2010 11:42,1.06,14189,United Kingdom,76.32
537313,22699,roses regency teacup and saucer,6,12/6/2010 11:42,2.95,15304,United Kingdom,17.7
537314,21349,ivy heart wreath,-4,12/6/2010 11:42,6.75,13497,United Kingdom,-27
537320,35400,wooden box advent calendar,-1,12/6/2010 11:47,8.95,14867,United Kingdom,-8.95
537332,21730,glass star frosted t-light holder,6,12/6/2010 11:58,4.95,14344,United Kingdom,29.7
537333,22636,childs breakfast set circus parade,-4,12/6/2010 12:00,8.5,12474,Germany,-34
537334,22726,alarm clock bakelike green,2,12/6/2010 12:06,3.75,16719,United Kingdom,7.5
537335,20757,red daisy pocket book,3,12/6/2010 12:15,0.85,15048,United Kingdom,2.55
537346,20685,doormat red retrospot,2,12/6/2010 12:21,7.95,15301,United Kingdom,15.9
537350,21682,large medina stamped metal bowl,4,12/6/2010 12:23,4.95,14708,United Kingdom,19.8
537351,22215,cake stand white two tier lace,1,12/6/2010 12:23,8.5,16898,United Kingdom,8.5
537354,85099B,jumbo bag red retrospot,6,12/6/2010 12:23,1.95,12748,United Kingdom,11.7
537359,22086,paper chain kit 50's christmas,12,12/6/2010 12:30,2.95,14825,United Kingdom,35.4
537360,84946,antique silver tea glass etched,72,12/6/2010 12:31,1.06,18113,United Kingdom,76.32
537362,16016,large chinese style scissor,2,12/6/2010 12:34,0.85,17596,United Kingdom,1.7
537365,22652,travel sewing kit,10,12/6/2010 12:38,1.65,15078,United Kingdom,16.5
537366,22569,feltcraft cushion butterfly,10,12/6/2010 12:39,3.75,14085,United Kingdom,37.5
537367,82582,area patrolled metal sign,12,12/6/2010 12:39,2.1,15078,United Kingdom,25.2
537368,20749,assorted colour mini cases,4,12/6/2010 12:40,7.95,14911,EIRE,31.8
537369,72131,columbian candle rectangle,1,12/6/2010 12:41,1.95,17860,United Kingdom,1.95
537370,22549,picture dominoes,1,12/6/2010 12:44,1.45,13155,United Kingdom,1.45
537371,90179C,black fine bead necklace w tassel,1,12/6/2010 12:47,5.95,15028,United Kingdom,5.95
537372,48187,doormat new england,4,12/6/2010 12:52,7.95,16919,United Kingdom,31.8
537374,22415,white tissue ream,1,12/6/2010 12:55,7.95,17259,United Kingdom,7.95
537375,18097C,white tall porcelain t-light holder,4,12/6/2010 12:55,2.55,17019,United Kingdom,10.2
